case,task,subtask,score,value,alg_number,alg_name,phase
86,braintumor,BRATS_L2,HSD,0.5937111,17,whale,1
86,braintumor,BRATS_L3,HSD,0.9779492,17,whale,1
87,braintumor,BRATS_L1,DCS,0.538589753,17,whale,1
87,braintumor,BRATS_L2,DCS,0,17,whale,1
87,braintumor,BRATS_L3,DCS,0,17,whale,1
87,braintumor,BRATS_L1,HSD,0.87489563,17,whale,1
87,braintumor,BRATS_L2,HSD,0,17,whale,1
87,braintumor,BRATS_L3,HSD,0,17,whale,1
88,braintumor,BRATS_L1,DCS,0.760223811,17,whale,1
88,braintumor,BRATS_L2,DCS,0.265304448,17,whale,1
88,braintumor,BRATS_L3,DCS,0.524143119,17,whale,1
88,braintumor,BRATS_L1,HSD,0.9367904,17,whale,1
88,braintumor,BRATS_L2,HSD,0.7264111,17,whale,1
88,braintumor,BRATS_L3,HSD,0.96262085,17,whale,1
89,braintumor,BRATS_L1,DCS,0.873643427,17,whale,1
89,braintumor,BRATS_L2,DCS,0.094290657,17,whale,1
89,braintumor,BRATS_L3,DCS,0.144155844,17,whale,1
89,braintumor,BRATS_L1,HSD,0.9521957,17,whale,1
89,braintumor,BRATS_L2,HSD,0.25886422,17,whale,1
89,braintumor,BRATS_L3,HSD,0.56683004,17,whale,1
90,braintumor,BRATS_L1,DCS,0.733495699,17,whale,1
90,braintumor,BRATS_L2,DCS,0.017736649,17,whale,1
90,braintumor,BRATS_L3,DCS,0,17,whale,1
90,braintumor,BRATS_L1,HSD,0.9623537,17,whale,1
90,braintumor,BRATS_L2,HSD,0.16939546,17,whale,1
90,braintumor,BRATS_L3,HSD,0,17,whale,1
91,braintumor,BRATS_L1,DCS,0.843112409,17,whale,1
91,braintumor,BRATS_L2,DCS,0.015340364,17,whale,1
91,braintumor,BRATS_L3,DCS,0.002147459,17,whale,1
91,braintumor,BRATS_L1,HSD,0.9877637,17,whale,1
91,braintumor,BRATS_L2,HSD,0.18200281,17,whale,1
91,braintumor,BRATS_L3,HSD,0.09913307,17,whale,1
92,braintumor,BRATS_L1,DCS,0.872270218,17,whale,1
92,braintumor,BRATS_L2,DCS,0.391934371,17,whale,1
92,braintumor,BRATS_L3,DCS,0.421527228,17,whale,1
92,braintumor,BRATS_L1,HSD,0.9702354,17,whale,1
92,braintumor,BRATS_L2,HSD,0.7424469,17,whale,1
92,braintumor,BRATS_L3,HSD,0.7302566,17,whale,1
93,braintumor,BRATS_L1,DCS,0.354500987,17,whale,1
93,braintumor,BRATS_L2,DCS,0.09197861,17,whale,1
93,braintumor,BRATS_L3,DCS,0.393142857,17,whale,1
93,braintumor,BRATS_L1,HSD,0.9139296,17,whale,1
93,braintumor,BRATS_L2,HSD,0.6310161,17,whale,1
93,braintumor,BRATS_L3,HSD,0.72525656,17,whale,1
94,braintumor,BRATS_L1,DCS,0.896324115,17,whale,1
94,braintumor,BRATS_L3,DCS,0,17,whale,1
94,braintumor,BRATS_L1,HSD,0.9887448,17,whale,1
94,braintumor,BRATS_L3,HSD,0,17,whale,1
95,braintumor,BRATS_L1,DCS,0.584841755,17,whale,1
95,braintumor,BRATS_L2,DCS,0,17,whale,1
95,braintumor,BRATS_L3,DCS,0,17,whale,1
95,braintumor,BRATS_L1,HSD,0.90942764,17,whale,1
95,braintumor,BRATS_L2,HSD,0.17120263,17,whale,1
95,braintumor,BRATS_L3,HSD,0,17,whale,1
96,braintumor,BRATS_L1,DCS,0.50210048,17,whale,1
96,braintumor,BRATS_L1,HSD,0.9695752,17,whale,1
97,braintumor,BRATS_L1,DCS,0.562653433,17,whale,1
97,braintumor,BRATS_L1,HSD,0.9218573,17,whale,1
98,braintumor,BRATS_L1,DCS,0.63877661,17,whale,1
98,braintumor,BRATS_L1,HSD,0.92247653,17,whale,1
99,braintumor,BRATS_L1,DCS,0.838615127,17,whale,1
99,braintumor,BRATS_L1,HSD,0.96154577,17,whale,1
100,braintumor,BRATS_L1,DCS,0.855534121,17,whale,1
100,braintumor,BRATS_L2,DCS,0.022915341,17,whale,1
100,braintumor,BRATS_L3,DCS,0,17,whale,1
100,braintumor,BRATS_L1,HSD,0.9464734,17,whale,1
100,braintumor,BRATS_L2,HSD,0.3293226,17,whale,1
100,braintumor,BRATS_L3,HSD,0.17779517,17,whale,1
101,braintumor,BRATS_L1,DCS,0.866227766,17,whale,1
101,braintumor,BRATS_L2,DCS,0.032424974,17,whale,1
101,braintumor,BRATS_L3,DCS,0.014882656,17,whale,1
101,braintumor,BRATS_L1,HSD,0.9764324,17,whale,1
101,braintumor,BRATS_L2,HSD,0.27918416,17,whale,1
101,braintumor,BRATS_L3,HSD,0.2407419,17,whale,1
102,braintumor,BRATS_L1,DCS,0.632065334,17,whale,1
102,braintumor,BRATS_L2,DCS,0,17,whale,1
102,braintumor,BRATS_L1,HSD,0.80477643,17,whale,1
102,braintumor,BRATS_L2,HSD,0,17,whale,1
103,braintumor,BRATS_L1,DCS,0.182644791,17,whale,1
103,braintumor,BRATS_L2,DCS,0,17,whale,1
103,braintumor,BRATS_L1,HSD,0.6985329,17,whale,1
103,braintumor,BRATS_L2,HSD,0,17,whale,1
104,braintumor,BRATS_L1,DCS,0.411550282,17,whale,1
104,braintumor,BRATS_L2,DCS,0,17,whale,1
104,braintumor,BRATS_L3,DCS,0,17,whale,1
104,braintumor,BRATS_L1,HSD,0.8374932,17,whale,1
104,braintumor,BRATS_L2,HSD,0,17,whale,1
104,braintumor,BRATS_L3,HSD,0,17,whale,1
105,braintumor,BRATS_L1,DCS,0.809891808,17,whale,1
105,braintumor,BRATS_L2,DCS,0.832995212,17,whale,1
105,braintumor,BRATS_L3,DCS,0.391482755,17,whale,1
105,braintumor,BRATS_L1,HSD,0.9953895,17,whale,1
105,braintumor,BRATS_L2,HSD,0.93136644,17,whale,1
105,braintumor,BRATS_L3,HSD,0.89335203,17,whale,1
106,braintumor,BRATS_L1,DCS,0.854798845,17,whale,1
106,braintumor,BRATS_L2,DCS,0,17,whale,1
106,braintumor,BRATS_L3,DCS,0.371708828,17,whale,1
106,braintumor,BRATS_L1,HSD,0.9484675,17,whale,1
106,braintumor,BRATS_L2,HSD,0,17,whale,1
106,braintumor,BRATS_L3,HSD,0.57668924,17,whale,1
107,braintumor,BRATS_L1,DCS,0.887372992,17,whale,1
107,braintumor,BRATS_L2,DCS,0.014928855,17,whale,1
107,braintumor,BRATS_L3,DCS,0.283195746,17,whale,1
107,braintumor,BRATS_L1,HSD,0.96968937,17,whale,1
107,braintumor,BRATS_L2,HSD,0.48741812,17,whale,1
107,braintumor,BRATS_L3,HSD,0.85692006,17,whale,1
108,braintumor,BRATS_L1,DCS,0.583679026,17,whale,1
108,braintumor,BRATS_L2,DCS,0.316929485,17,whale,1
108,braintumor,BRATS_L1,HSD,0.8266217,17,whale,1
108,braintumor,BRATS_L2,HSD,0.57962334,17,whale,1
109,braintumor,BRATS_L1,DCS,0.325785202,17,whale,1
109,braintumor,BRATS_L2,DCS,0.236432351,17,whale,1
109,braintumor,BRATS_L3,DCS,0.288747972,17,whale,1
109,braintumor,BRATS_L1,HSD,0.6742405,17,whale,1
109,braintumor,BRATS_L2,HSD,0.6007523,17,whale,1
109,braintumor,BRATS_L3,HSD,0.67827797,17,whale,1
110,braintumor,BRATS_L1,DCS,0.871888282,17,whale,1
110,braintumor,BRATS_L2,DCS,0.519386835,17,whale,1
110,braintumor,BRATS_L3,DCS,0.097951915,17,whale,1
110,braintumor,BRATS_L1,HSD,0.8748046,17,whale,1
110,braintumor,BRATS_L2,HSD,0.8758406,17,whale,1
110,braintumor,BRATS_L3,HSD,0.30602145,17,whale,1
111,braintumor,BRATS_L1,DCS,0.71483678,17,whale,1
111,braintumor,BRATS_L2,DCS,0.42373461,17,whale,1
111,braintumor,BRATS_L3,DCS,0.51170493,17,whale,1
111,braintumor,BRATS_L1,HSD,0.94504744,17,whale,1
111,braintumor,BRATS_L2,HSD,0.7479466,17,whale,1
111,braintumor,BRATS_L3,HSD,0.94541836,17,whale,1
112,braintumor,BRATS_L1,DCS,0.746979866,17,whale,1
112,braintumor,BRATS_L2,DCS,0,17,whale,1
112,braintumor,BRATS_L3,DCS,0,17,whale,1
112,braintumor,BRATS_L1,HSD,0.9215155,17,whale,1
112,braintumor,BRATS_L2,HSD,0,17,whale,1
112,braintumor,BRATS_L3,HSD,0,17,whale,1
113,braintumor,BRATS_L1,DCS,0.885118949,17,whale,1
113,braintumor,BRATS_L2,DCS,0.006349206,17,whale,1
113,braintumor,BRATS_L3,DCS,0.490637348,17,whale,1
113,braintumor,BRATS_L1,HSD,0.9712959,17,whale,1
113,braintumor,BRATS_L2,HSD,0.32917887,17,whale,1
113,braintumor,BRATS_L3,HSD,0.8510817,17,whale,1
114,braintumor,BRATS_L1,DCS,0.833242271,17,whale,1
114,braintumor,BRATS_L2,DCS,0.341342171,17,whale,1
114,braintumor,BRATS_L3,DCS,0.592843444,17,whale,1
114,braintumor,BRATS_L1,HSD,0.92311543,17,whale,1
114,braintumor,BRATS_L2,HSD,0.77170163,17,whale,1
114,braintumor,BRATS_L3,HSD,0.91036505,17,whale,1
115,braintumor,BRATS_L1,DCS,0.71310196,17,whale,1
115,braintumor,BRATS_L2,DCS,0.190879173,17,whale,1
115,braintumor,BRATS_L3,DCS,0.176859617,17,whale,1
115,braintumor,BRATS_L1,HSD,0.8113777,17,whale,1
115,braintumor,BRATS_L2,HSD,0.5780325,17,whale,1
115,braintumor,BRATS_L3,HSD,0.78098387,17,whale,1
116,braintumor,BRATS_L1,DCS,0.853137894,17,whale,1
116,braintumor,BRATS_L2,DCS,0,17,whale,1
116,braintumor,BRATS_L3,DCS,0.244844052,17,whale,1
116,braintumor,BRATS_L1,HSD,0.9417895,17,whale,1
116,braintumor,BRATS_L2,HSD,0,17,whale,1
116,braintumor,BRATS_L3,HSD,0.49581474,17,whale,1
117,braintumor,BRATS_L1,DCS,0.807128738,17,whale,1
117,braintumor,BRATS_L2,DCS,0.045999042,17,whale,1
117,braintumor,BRATS_L3,DCS,0.468728455,17,whale,1
117,braintumor,BRATS_L1,HSD,0.9098315,17,whale,1
117,braintumor,BRATS_L2,HSD,0.3864985,17,whale,1
117,braintumor,BRATS_L3,HSD,0.95383775,17,whale,1
118,braintumor,BRATS_L1,DCS,0.763055202,17,whale,1
118,braintumor,BRATS_L2,DCS,0,17,whale,1
118,braintumor,BRATS_L3,DCS,0.038476337,17,whale,1
118,braintumor,BRATS_L1,HSD,0.90714824,17,whale,1
118,braintumor,BRATS_L2,HSD,0,17,whale,1
118,braintumor,BRATS_L3,HSD,0.51210123,17,whale,1
119,braintumor,BRATS_L1,DCS,0.738593393,17,whale,1
119,braintumor,BRATS_L2,DCS,0,17,whale,1
119,braintumor,BRATS_L3,DCS,0.052620039,17,whale,1
119,braintumor,BRATS_L1,HSD,0.9196289,17,whale,1
119,braintumor,BRATS_L2,HSD,0,17,whale,1
119,braintumor,BRATS_L3,HSD,0.62643784,17,whale,1
120,braintumor,BRATS_L1,DCS,0.458824322,17,whale,1
120,braintumor,BRATS_L2,DCS,0.458170785,17,whale,1
120,braintumor,BRATS_L3,DCS,0.034723788,17,whale,1
120,braintumor,BRATS_L1,HSD,0.7688315,17,whale,1
120,braintumor,BRATS_L2,HSD,0.9164408,17,whale,1
120,braintumor,BRATS_L3,HSD,0.64695626,17,whale,1
121,braintumor,BRATS_L1,DCS,0.752840551,17,whale,1
121,braintumor,BRATS_L3,DCS,0,17,whale,1
121,braintumor,BRATS_L1,HSD,0.87296605,17,whale,1
121,braintumor,BRATS_L3,HSD,0,17,whale,1
122,braintumor,BRATS_L1,DCS,0.747486558,17,whale,1
122,braintumor,BRATS_L3,DCS,0,17,whale,1
122,braintumor,BRATS_L1,HSD,0.8605786,17,whale,1
122,braintumor,BRATS_L3,HSD,0,17,whale,1
123,braintumor,BRATS_L1,DCS,0.490499486,17,whale,1
123,braintumor,BRATS_L3,DCS,0,17,whale,1
123,braintumor,BRATS_L1,HSD,0.5974357,17,whale,1
123,braintumor,BRATS_L3,HSD,0,17,whale,1
124,braintumor,BRATS_L1,DCS,0.68624159,17,whale,1
124,braintumor,BRATS_L2,DCS,0.123626374,17,whale,1
124,braintumor,BRATS_L3,DCS,0,17,whale,1
124,braintumor,BRATS_L1,HSD,0.83667564,17,whale,1
124,braintumor,BRATS_L2,HSD,0.6318209,17,whale,1
124,braintumor,BRATS_L3,HSD,0.002494185,17,whale,1
125,braintumor,BRATS_L1,DCS,0.657072308,17,whale,1
125,braintumor,BRATS_L2,DCS,0.069190069,17,whale,1
125,braintumor,BRATS_L3,DCS,0,17,whale,1
125,braintumor,BRATS_L1,HSD,0.8864594,17,whale,1
125,braintumor,BRATS_L2,HSD,0.45545027,17,whale,1
125,braintumor,BRATS_L3,HSD,0,17,whale,1
126,braintumor,BRATS_L1,DCS,0.874080402,17,whale,1
126,braintumor,BRATS_L2,DCS,0.174509999,17,whale,1
126,braintumor,BRATS_L3,DCS,0.470466187,17,whale,1
126,braintumor,BRATS_L1,HSD,0.99238485,17,whale,1
126,braintumor,BRATS_L2,HSD,0.6772561,17,whale,1
126,braintumor,BRATS_L3,HSD,0.98402196,17,whale,1
127,braintumor,BRATS_L1,DCS,0.315187988,17,whale,1
127,braintumor,BRATS_L1,HSD,0.5858676,17,whale,1
128,braintumor,BRATS_L1,DCS,0.543712325,17,whale,1
128,braintumor,BRATS_L2,DCS,0.179573513,17,whale,1
128,braintumor,BRATS_L3,DCS,0.348350764,17,whale,1
128,braintumor,BRATS_L1,HSD,0.848953,17,whale,1
128,braintumor,BRATS_L2,HSD,0.8551347,17,whale,1
128,braintumor,BRATS_L3,HSD,0.9239854,17,whale,1
129,braintumor,BRATS_L1,DCS,0.623174074,17,whale,1
129,braintumor,BRATS_L2,DCS,0.533378401,17,whale,1
129,braintumor,BRATS_L3,DCS,0.573063773,17,whale,1
129,braintumor,BRATS_L1,HSD,0.9555778,17,whale,1
129,braintumor,BRATS_L2,HSD,0.9540523,17,whale,1
129,braintumor,BRATS_L3,HSD,0.9928935,17,whale,1
130,braintumor,BRATS_L1,DCS,0.806885738,17,whale,1
130,braintumor,BRATS_L2,DCS,0.220964608,17,whale,1
130,braintumor,BRATS_L3,DCS,0.396657104,17,whale,1
130,braintumor,BRATS_L1,HSD,0.94903016,17,whale,1
130,braintumor,BRATS_L2,HSD,0.57664603,17,whale,1
130,braintumor,BRATS_L3,HSD,0.8051594,17,whale,1
131,braintumor,BRATS_L1,DCS,0.470108214,17,whale,1
131,braintumor,BRATS_L2,DCS,0.082692899,17,whale,1
131,braintumor,BRATS_L3,DCS,0.326367781,17,whale,1
131,braintumor,BRATS_L1,HSD,0.73260754,17,whale,1
131,braintumor,BRATS_L2,HSD,0.35414088,17,whale,1
131,braintumor,BRATS_L3,HSD,0.8402279,17,whale,1
132,braintumor,BRATS_L1,DCS,0.700254431,17,whale,1
132,braintumor,BRATS_L2,DCS,0.01039783,17,whale,1
132,braintumor,BRATS_L3,DCS,0,17,whale,1
132,braintumor,BRATS_L1,HSD,0.8681675,17,whale,1
132,braintumor,BRATS_L2,HSD,0.23228735,17,whale,1
132,braintumor,BRATS_L3,HSD,0,17,whale,1
133,braintumor,BRATS_L1,DCS,0.685153357,17,whale,1
133,braintumor,BRATS_L1,HSD,0.8617614,17,whale,1
134,braintumor,BRATS_L1,DCS,0.672418128,17,whale,1
134,braintumor,BRATS_L1,HSD,0.88516265,17,whale,1
135,braintumor,BRATS_L1,DCS,0.202862164,17,whale,1
135,braintumor,BRATS_L2,DCS,0.603024837,17,whale,1
135,braintumor,BRATS_L3,DCS,0.249269099,17,whale,1
135,braintumor,BRATS_L1,HSD,0.67862064,17,whale,1
135,braintumor,BRATS_L2,HSD,0.9613077,17,whale,1
135,braintumor,BRATS_L3,HSD,0.9841176,17,whale,1
136,braintumor,BRATS_L1,DCS,0.699848786,17,whale,1
136,braintumor,BRATS_L2,DCS,0.057483169,17,whale,1
136,braintumor,BRATS_L3,DCS,0.077304965,17,whale,1
136,braintumor,BRATS_L1,HSD,0.9296954,17,whale,1
136,braintumor,BRATS_L2,HSD,0.57310045,17,whale,1
136,braintumor,BRATS_L3,HSD,0.37666622,17,whale,1
137,braintumor,BRATS_L1,DCS,0.67327981,17,whale,1
137,braintumor,BRATS_L2,DCS,0,17,whale,1
137,braintumor,BRATS_L3,DCS,0,17,whale,1
137,braintumor,BRATS_L1,HSD,0.84352857,17,whale,1
137,braintumor,BRATS_L2,HSD,0,17,whale,1
137,braintumor,BRATS_L3,HSD,0,17,whale,1
138,braintumor,BRATS_L1,DCS,0.708528089,17,whale,1
138,braintumor,BRATS_L2,DCS,0.295964126,17,whale,1
138,braintumor,BRATS_L3,DCS,0.202255278,17,whale,1
138,braintumor,BRATS_L1,HSD,0.7680601,17,whale,1
138,braintumor,BRATS_L2,HSD,0.610581,17,whale,1
138,braintumor,BRATS_L3,HSD,0.54437304,17,whale,1
139,braintumor,BRATS_L1,DCS,0.750086883,17,whale,1
139,braintumor,BRATS_L2,DCS,0.456002752,17,whale,1
139,braintumor,BRATS_L3,DCS,0.577294621,17,whale,1
139,braintumor,BRATS_L1,HSD,0.96116745,17,whale,1
139,braintumor,BRATS_L2,HSD,0.86676794,17,whale,1
139,braintumor,BRATS_L3,HSD,0.98156947,17,whale,1
140,braintumor,BRATS_L1,DCS,0.832547159,17,whale,1
140,braintumor,BRATS_L2,DCS,0.505686126,17,whale,1
140,braintumor,BRATS_L3,DCS,0.582554802,17,whale,1
140,braintumor,BRATS_L1,HSD,0.95457506,17,whale,1
140,braintumor,BRATS_L2,HSD,0.9023044,17,whale,1
140,braintumor,BRATS_L3,HSD,0.9656375,17,whale,1
141,braintumor,BRATS_L1,DCS,0.754445504,17,whale,1
141,braintumor,BRATS_L1,HSD,0.88780725,17,whale,1
142,braintumor,BRATS_L1,DCS,0.71022626,17,whale,1
142,braintumor,BRATS_L2,DCS,0.043695709,17,whale,1
142,braintumor,BRATS_L3,DCS,0.093469514,17,whale,1
142,braintumor,BRATS_L1,HSD,0.89832187,17,whale,1
142,braintumor,BRATS_L2,HSD,0.28286427,17,whale,1
142,braintumor,BRATS_L3,HSD,0.36560002,17,whale,1
143,braintumor,BRATS_L1,DCS,0.803668992,17,whale,1
143,braintumor,BRATS_L2,DCS,0.327216278,17,whale,1
143,braintumor,BRATS_L3,DCS,0.539727191,17,whale,1
143,braintumor,BRATS_L1,HSD,0.99196386,17,whale,1
143,braintumor,BRATS_L2,HSD,0.7776054,17,whale,1
143,braintumor,BRATS_L3,HSD,0.98766494,17,whale,1
144,braintumor,BRATS_L1,DCS,0.587310537,17,whale,1
144,braintumor,BRATS_L2,DCS,0,17,whale,1
144,braintumor,BRATS_L3,DCS,0,17,whale,1
144,braintumor,BRATS_L1,HSD,0.9604811,17,whale,1
144,braintumor,BRATS_L2,HSD,0,17,whale,1
144,braintumor,BRATS_L3,HSD,0,17,whale,1
145,braintumor,BRATS_L1,DCS,0.810985144,17,whale,1
145,braintumor,BRATS_L2,DCS,0.37086656,17,whale,1
145,braintumor,BRATS_L3,DCS,0.416550315,17,whale,1
145,braintumor,BRATS_L1,HSD,0.9698506,17,whale,1
145,braintumor,BRATS_L2,HSD,0.5665684,17,whale,1
145,braintumor,BRATS_L3,HSD,0.85146797,17,whale,1
146,braintumor,BRATS_L1,DCS,0.847905717,17,whale,1
146,braintumor,BRATS_L2,DCS,0.666385186,17,whale,1
146,braintumor,BRATS_L3,DCS,0.332889259,17,whale,1
146,braintumor,BRATS_L1,HSD,0.9301304,17,whale,1
146,braintumor,BRATS_L2,HSD,0.96299976,17,whale,1
146,braintumor,BRATS_L3,HSD,0.91237307,17,whale,1
147,braintumor,BRATS_L1,DCS,0.681767058,17,whale,1
147,braintumor,BRATS_L2,DCS,0,17,whale,1
147,braintumor,BRATS_L3,DCS,0,17,whale,1
147,braintumor,BRATS_L1,HSD,0.82082605,17,whale,1
147,braintumor,BRATS_L2,HSD,0,17,whale,1
147,braintumor,BRATS_L3,HSD,0,17,whale,1
148,braintumor,BRATS_L1,DCS,0.892556575,17,whale,1
148,braintumor,BRATS_L2,DCS,0.316546763,17,whale,1
148,braintumor,BRATS_L3,DCS,0.384893268,17,whale,1
148,braintumor,BRATS_L1,HSD,0.973833,17,whale,1
148,braintumor,BRATS_L2,HSD,0.92638636,17,whale,1
148,braintumor,BRATS_L3,HSD,0.9103481,17,whale,1
149,braintumor,BRATS_L1,DCS,0.642901814,17,whale,1
149,braintumor,BRATS_L2,DCS,0.478204329,17,whale,1
149,braintumor,BRATS_L3,DCS,0.399827547,17,whale,1
149,braintumor,BRATS_L1,HSD,0.7695924,17,whale,1
149,braintumor,BRATS_L2,HSD,0.7622722,17,whale,1
149,braintumor,BRATS_L3,HSD,0.92920595,17,whale,1
150,braintumor,BRATS_L1,DCS,0.651146416,17,whale,1
150,braintumor,BRATS_L2,DCS,0.646236938,17,whale,1
150,braintumor,BRATS_L3,DCS,0.527394945,17,whale,1
150,braintumor,BRATS_L1,HSD,0.955447,17,whale,1
150,braintumor,BRATS_L2,HSD,0.9100691,17,whale,1
150,braintumor,BRATS_L3,HSD,0.99171543,17,whale,1
151,braintumor,BRATS_L1,DCS,0.852668947,17,whale,1
151,braintumor,BRATS_L2,DCS,0.309419774,17,whale,1
151,braintumor,BRATS_L3,DCS,0.454467659,17,whale,1
151,braintumor,BRATS_L1,HSD,0.96070653,17,whale,1
151,braintumor,BRATS_L2,HSD,0.63159114,17,whale,1
151,braintumor,BRATS_L3,HSD,0.7856157,17,whale,1
152,braintumor,BRATS_L1,DCS,0.853597487,17,whale,1
152,braintumor,BRATS_L2,DCS,0.564562795,17,whale,1
152,braintumor,BRATS_L3,DCS,0.492513246,17,whale,1
152,braintumor,BRATS_L1,HSD,0.95405984,17,whale,1
152,braintumor,BRATS_L2,HSD,0.72435945,17,whale,1
152,braintumor,BRATS_L3,HSD,0.8507,17,whale,1
153,braintumor,BRATS_L1,DCS,0.886058073,17,whale,1
153,braintumor,BRATS_L2,DCS,0.39775315,17,whale,1
153,braintumor,BRATS_L3,DCS,0.058730991,17,whale,1
153,braintumor,BRATS_L1,HSD,0.8919989,17,whale,1
153,braintumor,BRATS_L2,HSD,0.530086,17,whale,1
153,braintumor,BRATS_L3,HSD,0.4318737,17,whale,1
154,braintumor,BRATS_L1,DCS,0.636079249,17,whale,1
154,braintumor,BRATS_L2,DCS,0,17,whale,1
154,braintumor,BRATS_L3,DCS,0.045396008,17,whale,1
154,braintumor,BRATS_L1,HSD,0.7015475,17,whale,1
154,braintumor,BRATS_L2,HSD,0.04431598,17,whale,1
154,braintumor,BRATS_L3,HSD,0.13828444,17,whale,1
155,braintumor,BRATS_L1,DCS,0.880830702,17,whale,1
155,braintumor,BRATS_L2,DCS,0.397047517,17,whale,1
155,braintumor,BRATS_L3,DCS,0.576812665,17,whale,1
155,braintumor,BRATS_L1,HSD,0.9495072,17,whale,1
155,braintumor,BRATS_L2,HSD,0.65334755,17,whale,1
155,braintumor,BRATS_L3,HSD,0.9239728,17,whale,1
156,braintumor,BRATS_L1,DCS,0.76146789,17,whale,1
156,braintumor,BRATS_L2,DCS,0.179055564,17,whale,1
156,braintumor,BRATS_L3,DCS,0.328857769,17,whale,1
156,braintumor,BRATS_L1,HSD,0.89665765,17,whale,1
156,braintumor,BRATS_L2,HSD,0.4240107,17,whale,1
156,braintumor,BRATS_L3,HSD,0.79490566,17,whale,1
157,braintumor,BRATS_L1,DCS,0.646703728,17,whale,1
157,braintumor,BRATS_L2,DCS,0.120437428,17,whale,1
157,braintumor,BRATS_L3,DCS,0.187654321,17,whale,1
157,braintumor,BRATS_L1,HSD,0.8942541,17,whale,1
157,braintumor,BRATS_L2,HSD,0.33752975,17,whale,1
157,braintumor,BRATS_L3,HSD,0.8521775,17,whale,1
158,braintumor,BRATS_L1,DCS,0.8807268,17,whale,1
158,braintumor,BRATS_L2,DCS,0.483454144,17,whale,1
158,braintumor,BRATS_L3,DCS,0.512617173,17,whale,1
158,braintumor,BRATS_L1,HSD,0.94401747,17,whale,1
158,braintumor,BRATS_L2,HSD,0.5654969,17,whale,1
158,braintumor,BRATS_L3,HSD,0.785212,17,whale,1
159,braintumor,BRATS_L1,DCS,0.723005402,17,whale,1
159,braintumor,BRATS_L2,DCS,0.230620155,17,whale,1
159,braintumor,BRATS_L3,DCS,0.131776704,17,whale,1
159,braintumor,BRATS_L1,HSD,0.8778532,17,whale,1
159,braintumor,BRATS_L2,HSD,0.7073763,17,whale,1
159,braintumor,BRATS_L3,HSD,0.5205595,17,whale,1
160,braintumor,BRATS_L1,DCS,0.58799801,17,whale,1
160,braintumor,BRATS_L2,DCS,0.011872065,17,whale,1
160,braintumor,BRATS_L3,DCS,0.205949657,17,whale,1
160,braintumor,BRATS_L1,HSD,0.88678485,17,whale,1
160,braintumor,BRATS_L2,HSD,0.41620272,17,whale,1
160,braintumor,BRATS_L3,HSD,0.63261306,17,whale,1
161,braintumor,BRATS_L1,DCS,0.348388202,17,whale,1
161,braintumor,BRATS_L2,DCS,0.327970646,17,whale,1
161,braintumor,BRATS_L3,DCS,0.444653792,17,whale,1
161,braintumor,BRATS_L1,HSD,0.59692067,17,whale,1
161,braintumor,BRATS_L2,HSD,0.96570516,17,whale,1
161,braintumor,BRATS_L3,HSD,0.99993783,17,whale,1
162,braintumor,BRATS_L1,DCS,0.894011555,17,whale,1
162,braintumor,BRATS_L2,DCS,0.094650796,17,whale,1
162,braintumor,BRATS_L3,DCS,0.248369171,17,whale,1
162,braintumor,BRATS_L1,HSD,0.9909536,17,whale,1
162,braintumor,BRATS_L2,HSD,0.55951965,17,whale,1
162,braintumor,BRATS_L3,HSD,0.9811193,17,whale,1
163,braintumor,BRATS_L1,DCS,0.826943479,17,whale,1
163,braintumor,BRATS_L2,DCS,0.103509262,17,whale,1
163,braintumor,BRATS_L3,DCS,0.183513797,17,whale,1
163,braintumor,BRATS_L1,HSD,0.9533934,17,whale,1
163,braintumor,BRATS_L2,HSD,0.33410946,17,whale,1
163,braintumor,BRATS_L3,HSD,0.7437458,17,whale,1
164,braintumor,BRATS_L1,DCS,0.805231286,17,whale,1
164,braintumor,BRATS_L2,DCS,0.684779741,17,whale,1
164,braintumor,BRATS_L3,DCS,0.376479155,17,whale,1
164,braintumor,BRATS_L1,HSD,0.9966716,17,whale,1
164,braintumor,BRATS_L2,HSD,0.9981048,17,whale,1
164,braintumor,BRATS_L3,HSD,0.98823583,17,whale,1
165,braintumor,BRATS_L1,DCS,0.907788434,17,whale,1
165,braintumor,BRATS_L2,DCS,0.237542036,17,whale,1
165,braintumor,BRATS_L3,DCS,0.29400879,17,whale,1
165,braintumor,BRATS_L1,HSD,0.99934614,17,whale,1
165,braintumor,BRATS_L2,HSD,0.5171328,17,whale,1
165,braintumor,BRATS_L3,HSD,0.9728362,17,whale,1
166,braintumor,BRATS_L1,DCS,0.89856075,17,whale,1
166,braintumor,BRATS_L2,DCS,0.505140372,17,whale,1
166,braintumor,BRATS_L3,DCS,0.506412152,17,whale,1
166,braintumor,BRATS_L1,HSD,0.98920244,17,whale,1
166,braintumor,BRATS_L2,HSD,0.8609576,17,whale,1
166,braintumor,BRATS_L3,HSD,0.939577,17,whale,1
167,braintumor,BRATS_L1,DCS,0.799619667,17,whale,1
167,braintumor,BRATS_L2,DCS,0.63599988,17,whale,1
167,braintumor,BRATS_L3,DCS,0.398161574,17,whale,1
167,braintumor,BRATS_L1,HSD,0.98660755,17,whale,1
167,braintumor,BRATS_L2,HSD,0.7560946,17,whale,1
167,braintumor,BRATS_L3,HSD,0.7693128,17,whale,1
168,braintumor,BRATS_L2,DCS,0.00736027,17,whale,1
