case,task,subtask,score,value,alg_number,alg_name,phase
383,hippocampus,hippocampus_L1,DCS,0.902255639,7,isarasua,1
383,hippocampus,hippocampus_L2,DCS,0.716763006,7,isarasua,1
383,hippocampus,hippocampus_L1,HSD,0.95883423,7,isarasua,1
383,hippocampus,hippocampus_L2,HSD,0.6648009,7,isarasua,1
384,hippocampus,hippocampus_L1,DCS,0.770572207,7,isarasua,1
384,hippocampus,hippocampus_L2,DCS,0.833126551,7,isarasua,1
384,hippocampus,hippocampus_L1,HSD,0.8295425,7,isarasua,1
384,hippocampus,hippocampus_L2,HSD,0.8866716,7,isarasua,1
385,hippocampus,hippocampus_L1,DCS,0.85238829,7,isarasua,1
385,hippocampus,hippocampus_L2,DCS,0.770630279,7,isarasua,1
385,hippocampus,hippocampus_L1,HSD,0.87510914,7,isarasua,1
385,hippocampus,hippocampus_L2,HSD,0.77304024,7,isarasua,1
386,hippocampus,hippocampus_L1,DCS,0.804581742,7,isarasua,1
386,hippocampus,hippocampus_L2,DCS,0.73557126,7,isarasua,1
386,hippocampus,hippocampus_L1,HSD,0.84836507,7,isarasua,1
386,hippocampus,hippocampus_L2,HSD,0.6957015,7,isarasua,1
387,hippocampus,hippocampus_L1,DCS,0.876134544,7,isarasua,1
387,hippocampus,hippocampus_L2,DCS,0.66152815,7,isarasua,1
387,hippocampus,hippocampus_L1,HSD,0.9517813,7,isarasua,1
387,hippocampus,hippocampus_L2,HSD,0.6496785,7,isarasua,1
388,hippocampus,hippocampus_L1,DCS,0.796468401,7,isarasua,1
388,hippocampus,hippocampus_L2,DCS,0.648829431,7,isarasua,1
388,hippocampus,hippocampus_L1,HSD,0.8864997,7,isarasua,1
388,hippocampus,hippocampus_L2,HSD,0.6274369,7,isarasua,1
389,hippocampus,hippocampus_L1,DCS,0.862839464,7,isarasua,1
389,hippocampus,hippocampus_L2,DCS,0.755015839,7,isarasua,1
389,hippocampus,hippocampus_L1,HSD,0.9395414,7,isarasua,1
389,hippocampus,hippocampus_L2,HSD,0.68782806,7,isarasua,1
390,hippocampus,hippocampus_L1,DCS,0.843937575,7,isarasua,1
390,hippocampus,hippocampus_L2,DCS,0.697551291,7,isarasua,1
390,hippocampus,hippocampus_L1,HSD,0.9079646,7,isarasua,1
390,hippocampus,hippocampus_L2,HSD,0.69622606,7,isarasua,1
391,hippocampus,hippocampus_L1,DCS,0.862241256,7,isarasua,1
391,hippocampus,hippocampus_L2,DCS,0.596471885,7,isarasua,1
391,hippocampus,hippocampus_L1,HSD,0.9730923,7,isarasua,1
391,hippocampus,hippocampus_L2,HSD,0.69211334,7,isarasua,1
392,hippocampus,hippocampus_L1,DCS,0.906798246,7,isarasua,1
392,hippocampus,hippocampus_L2,DCS,0.813434794,7,isarasua,1
392,hippocampus,hippocampus_L1,HSD,0.98141104,7,isarasua,1
392,hippocampus,hippocampus_L2,HSD,0.8183415,7,isarasua,1
393,hippocampus,hippocampus_L1,DCS,0.875409836,7,isarasua,1
393,hippocampus,hippocampus_L2,DCS,0.717821782,7,isarasua,1
393,hippocampus,hippocampus_L1,HSD,0.9269128,7,isarasua,1
393,hippocampus,hippocampus_L2,HSD,0.68318284,7,isarasua,1
394,hippocampus,hippocampus_L1,DCS,0.825781749,7,isarasua,1
394,hippocampus,hippocampus_L2,DCS,0.703730797,7,isarasua,1
394,hippocampus,hippocampus_L1,HSD,0.91735905,7,isarasua,1
394,hippocampus,hippocampus_L2,HSD,0.75027394,7,isarasua,1
395,hippocampus,hippocampus_L1,DCS,0.795180723,7,isarasua,1
395,hippocampus,hippocampus_L2,DCS,0.737563086,7,isarasua,1
395,hippocampus,hippocampus_L1,HSD,0.858134,7,isarasua,1
395,hippocampus,hippocampus_L2,HSD,0.763305,7,isarasua,1
396,hippocampus,hippocampus_L1,DCS,0.822305692,7,isarasua,1
396,hippocampus,hippocampus_L2,DCS,0.732008225,7,isarasua,1
396,hippocampus,hippocampus_L1,HSD,0.89757574,7,isarasua,1
396,hippocampus,hippocampus_L2,HSD,0.77610177,7,isarasua,1
397,hippocampus,hippocampus_L1,DCS,0.869252299,7,isarasua,1
397,hippocampus,hippocampus_L2,DCS,0.696536384,7,isarasua,1
397,hippocampus,hippocampus_L1,HSD,0.93835926,7,isarasua,1
397,hippocampus,hippocampus_L2,HSD,0.6068331,7,isarasua,1
398,hippocampus,hippocampus_L1,DCS,0.875548372,7,isarasua,1
398,hippocampus,hippocampus_L2,DCS,0.771967083,7,isarasua,1
398,hippocampus,hippocampus_L1,HSD,0.9127635,7,isarasua,1
398,hippocampus,hippocampus_L2,HSD,0.72275364,7,isarasua,1
399,hippocampus,hippocampus_L1,DCS,0.902564103,7,isarasua,1
399,hippocampus,hippocampus_L2,DCS,0.835714286,7,isarasua,1
399,hippocampus,hippocampus_L1,HSD,0.9883773,7,isarasua,1
399,hippocampus,hippocampus_L2,HSD,0.8193946,7,isarasua,1
400,hippocampus,hippocampus_L1,DCS,0.849082443,7,isarasua,1
400,hippocampus,hippocampus_L2,DCS,0.80172043,7,isarasua,1
400,hippocampus,hippocampus_L1,HSD,0.9257334,7,isarasua,1
400,hippocampus,hippocampus_L2,HSD,0.7785704,7,isarasua,1
401,hippocampus,hippocampus_L1,DCS,0.883672039,7,isarasua,1
401,hippocampus,hippocampus_L2,DCS,0.775487771,7,isarasua,1
401,hippocampus,hippocampus_L1,HSD,0.96577555,7,isarasua,1
401,hippocampus,hippocampus_L2,HSD,0.7458489,7,isarasua,1
402,hippocampus,hippocampus_L1,DCS,0.856228172,7,isarasua,1
402,hippocampus,hippocampus_L2,DCS,0.727445997,7,isarasua,1
402,hippocampus,hippocampus_L1,HSD,0.89408654,7,isarasua,1
402,hippocampus,hippocampus_L2,HSD,0.7615888,7,isarasua,1
403,hippocampus,hippocampus_L1,DCS,0.820585726,7,isarasua,1
403,hippocampus,hippocampus_L2,DCS,0.784326638,7,isarasua,1
403,hippocampus,hippocampus_L1,HSD,0.8867544,7,isarasua,1
403,hippocampus,hippocampus_L2,HSD,0.84332776,7,isarasua,1
404,hippocampus,hippocampus_L1,DCS,0.843949045,7,isarasua,1
404,hippocampus,hippocampus_L2,DCS,0.790712269,7,isarasua,1
404,hippocampus,hippocampus_L1,HSD,0.94004726,7,isarasua,1
404,hippocampus,hippocampus_L2,HSD,0.8304295,7,isarasua,1
405,hippocampus,hippocampus_L1,DCS,0.888562188,7,isarasua,1
405,hippocampus,hippocampus_L2,DCS,0.816644993,7,isarasua,1
405,hippocampus,hippocampus_L1,HSD,0.97097224,7,isarasua,1
405,hippocampus,hippocampus_L2,HSD,0.8285135,7,isarasua,1
406,hippocampus,hippocampus_L1,DCS,0.792236436,7,isarasua,1
406,hippocampus,hippocampus_L2,DCS,0.724363161,7,isarasua,1
406,hippocampus,hippocampus_L1,HSD,0.85775846,7,isarasua,1
406,hippocampus,hippocampus_L2,HSD,0.7445362,7,isarasua,1
407,hippocampus,hippocampus_L1,DCS,0.866812911,7,isarasua,1
407,hippocampus,hippocampus_L2,DCS,0.805844156,7,isarasua,1
407,hippocampus,hippocampus_L1,HSD,0.92099303,7,isarasua,1
407,hippocampus,hippocampus_L2,HSD,0.8538233,7,isarasua,1
408,hippocampus,hippocampus_L1,DCS,0.865527066,7,isarasua,1
408,hippocampus,hippocampus_L2,DCS,0.717696097,7,isarasua,1
408,hippocampus,hippocampus_L1,HSD,0.9329637,7,isarasua,1
408,hippocampus,hippocampus_L2,HSD,0.7351219,7,isarasua,1
409,hippocampus,hippocampus_L1,DCS,0.876988984,7,isarasua,1
409,hippocampus,hippocampus_L2,DCS,0.768159204,7,isarasua,1
409,hippocampus,hippocampus_L1,HSD,0.9183326,7,isarasua,1
409,hippocampus,hippocampus_L2,HSD,0.7522979,7,isarasua,1
410,hippocampus,hippocampus_L1,DCS,0.759655705,7,isarasua,1
410,hippocampus,hippocampus_L2,DCS,0.757657174,7,isarasua,1
410,hippocampus,hippocampus_L1,HSD,0.71778846,7,isarasua,1
410,hippocampus,hippocampus_L2,HSD,0.72579646,7,isarasua,1
411,hippocampus,hippocampus_L1,DCS,0.892336333,7,isarasua,1
411,hippocampus,hippocampus_L2,DCS,0.718554552,7,isarasua,1
411,hippocampus,hippocampus_L1,HSD,0.90202594,7,isarasua,1
411,hippocampus,hippocampus_L2,HSD,0.66387045,7,isarasua,1
412,hippocampus,hippocampus_L1,DCS,0.869649805,7,isarasua,1
412,hippocampus,hippocampus_L2,DCS,0.774227621,7,isarasua,1
412,hippocampus,hippocampus_L1,HSD,0.93193346,7,isarasua,1
412,hippocampus,hippocampus_L2,HSD,0.78001434,7,isarasua,1
413,hippocampus,hippocampus_L1,DCS,0.87971488,7,isarasua,1
413,hippocampus,hippocampus_L2,DCS,0.691398866,7,isarasua,1
413,hippocampus,hippocampus_L1,HSD,0.95676905,7,isarasua,1
413,hippocampus,hippocampus_L2,HSD,0.69249433,7,isarasua,1
414,hippocampus,hippocampus_L1,DCS,0.90747331,7,isarasua,1
414,hippocampus,hippocampus_L2,DCS,0.820062696,7,isarasua,1
414,hippocampus,hippocampus_L1,HSD,0.9707216,7,isarasua,1
414,hippocampus,hippocampus_L2,HSD,0.8775286,7,isarasua,1
415,hippocampus,hippocampus_L1,DCS,0.401706363,7,isarasua,1
415,hippocampus,hippocampus_L2,DCS,0.710003893,7,isarasua,1
415,hippocampus,hippocampus_L1,HSD,0.47618306,7,isarasua,1
415,hippocampus,hippocampus_L2,HSD,0.6884194,7,isarasua,1
416,hippocampus,hippocampus_L1,DCS,0.793393581,7,isarasua,1
416,hippocampus,hippocampus_L2,DCS,0.778052126,7,isarasua,1
416,hippocampus,hippocampus_L1,HSD,0.82694143,7,isarasua,1
416,hippocampus,hippocampus_L2,HSD,0.80601543,7,isarasua,1
417,hippocampus,hippocampus_L1,DCS,0.80503937,7,isarasua,1
417,hippocampus,hippocampus_L2,DCS,0.698214792,7,isarasua,1
417,hippocampus,hippocampus_L1,HSD,0.859082,7,isarasua,1
417,hippocampus,hippocampus_L2,HSD,0.69820446,7,isarasua,1
418,hippocampus,hippocampus_L1,DCS,0.857744361,7,isarasua,1
418,hippocampus,hippocampus_L2,DCS,0.746408678,7,isarasua,1
418,hippocampus,hippocampus_L1,HSD,0.9698018,7,isarasua,1
418,hippocampus,hippocampus_L2,HSD,0.8005556,7,isarasua,1
419,hippocampus,hippocampus_L1,DCS,0.895546559,7,isarasua,1
419,hippocampus,hippocampus_L2,DCS,0.806089344,7,isarasua,1
419,hippocampus,hippocampus_L1,HSD,0.9558699,7,isarasua,1
419,hippocampus,hippocampus_L2,HSD,0.8188561,7,isarasua,1
420,hippocampus,hippocampus_L1,DCS,0.757374435,7,isarasua,1
420,hippocampus,hippocampus_L2,DCS,0.609244904,7,isarasua,1
420,hippocampus,hippocampus_L1,HSD,0.7515724,7,isarasua,1
420,hippocampus,hippocampus_L2,HSD,0.61874366,7,isarasua,1
421,hippocampus,hippocampus_L1,DCS,0.841199334,7,isarasua,1
421,hippocampus,hippocampus_L2,DCS,0.81724846,7,isarasua,1
421,hippocampus,hippocampus_L1,HSD,0.92664593,7,isarasua,1
421,hippocampus,hippocampus_L2,HSD,0.87788093,7,isarasua,1
422,hippocampus,hippocampus_L1,DCS,0.845019287,7,isarasua,1
422,hippocampus,hippocampus_L2,DCS,0.660997294,7,isarasua,1
422,hippocampus,hippocampus_L1,HSD,0.9038058,7,isarasua,1
422,hippocampus,hippocampus_L2,HSD,0.6751007,7,isarasua,1
423,hippocampus,hippocampus_L1,DCS,0.810399493,7,isarasua,1
423,hippocampus,hippocampus_L2,DCS,0.729713952,7,isarasua,1
423,hippocampus,hippocampus_L1,HSD,0.824969,7,isarasua,1
423,hippocampus,hippocampus_L2,HSD,0.7482496,7,isarasua,1
424,hippocampus,hippocampus_L1,DCS,0.867805519,7,isarasua,1
424,hippocampus,hippocampus_L2,DCS,0.694022617,7,isarasua,1
424,hippocampus,hippocampus_L1,HSD,0.98052996,7,isarasua,1
424,hippocampus,hippocampus_L2,HSD,0.7381985,7,isarasua,1
425,hippocampus,hippocampus_L1,DCS,0.868787276,7,isarasua,1
425,hippocampus,hippocampus_L2,DCS,0.762520194,7,isarasua,1
425,hippocampus,hippocampus_L1,HSD,0.9827642,7,isarasua,1
425,hippocampus,hippocampus_L2,HSD,0.8465864,7,isarasua,1
426,hippocampus,hippocampus_L1,DCS,0.828687415,7,isarasua,1
426,hippocampus,hippocampus_L2,DCS,0.797451553,7,isarasua,1
426,hippocampus,hippocampus_L1,HSD,0.9458822,7,isarasua,1
426,hippocampus,hippocampus_L2,HSD,0.80234575,7,isarasua,1
427,hippocampus,hippocampus_L1,DCS,0.835764109,7,isarasua,1
427,hippocampus,hippocampus_L2,DCS,0.715796656,7,isarasua,1
427,hippocampus,hippocampus_L1,HSD,0.93800884,7,isarasua,1
427,hippocampus,hippocampus_L2,HSD,0.72314423,7,isarasua,1
428,hippocampus,hippocampus_L1,DCS,0.805727554,7,isarasua,1
428,hippocampus,hippocampus_L2,DCS,0.739253216,7,isarasua,1
428,hippocampus,hippocampus_L1,HSD,0.86456877,7,isarasua,1
428,hippocampus,hippocampus_L2,HSD,0.7574203,7,isarasua,1
429,hippocampus,hippocampus_L1,DCS,0.841930116,7,isarasua,1
429,hippocampus,hippocampus_L2,DCS,0.692204301,7,isarasua,1
429,hippocampus,hippocampus_L1,HSD,0.9436606,7,isarasua,1
429,hippocampus,hippocampus_L2,HSD,0.7769722,7,isarasua,1
430,hippocampus,hippocampus_L1,DCS,0.842861247,7,isarasua,1
430,hippocampus,hippocampus_L2,DCS,0.739910314,7,isarasua,1
430,hippocampus,hippocampus_L1,HSD,0.8999358,7,isarasua,1
430,hippocampus,hippocampus_L2,HSD,0.72704554,7,isarasua,1
431,hippocampus,hippocampus_L1,DCS,0.862209442,7,isarasua,1
431,hippocampus,hippocampus_L2,DCS,0.747600226,7,isarasua,1
431,hippocampus,hippocampus_L1,HSD,0.91429913,7,isarasua,1
431,hippocampus,hippocampus_L2,HSD,0.6439578,7,isarasua,1
432,hippocampus,hippocampus_L1,DCS,0.843326886,7,isarasua,1
432,hippocampus,hippocampus_L2,DCS,0.686616791,7,isarasua,1
432,hippocampus,hippocampus_L1,HSD,0.9519944,7,isarasua,1
432,hippocampus,hippocampus_L2,HSD,0.71806896,7,isarasua,1
433,hippocampus,hippocampus_L1,DCS,0.846658711,7,isarasua,1
433,hippocampus,hippocampus_L2,DCS,0.777027027,7,isarasua,1
433,hippocampus,hippocampus_L1,HSD,0.9034497,7,isarasua,1
433,hippocampus,hippocampus_L2,HSD,0.77710146,7,isarasua,1
434,hippocampus,hippocampus_L1,DCS,0.841413311,7,isarasua,1
434,hippocampus,hippocampus_L2,DCS,0.73598872,7,isarasua,1
434,hippocampus,hippocampus_L1,HSD,0.89466155,7,isarasua,1
434,hippocampus,hippocampus_L2,HSD,0.74100727,7,isarasua,1
435,hippocampus,hippocampus_L1,DCS,0.832007073,7,isarasua,1
435,hippocampus,hippocampus_L2,DCS,0.74488189,7,isarasua,1
435,hippocampus,hippocampus_L1,HSD,0.92260796,7,isarasua,1
435,hippocampus,hippocampus_L2,HSD,0.8491091,7,isarasua,1
436,hippocampus,hippocampus_L1,DCS,0.773124712,7,isarasua,1
436,hippocampus,hippocampus_L2,DCS,0.592859719,7,isarasua,1
436,hippocampus,hippocampus_L1,HSD,0.8853892,7,isarasua,1
436,hippocampus,hippocampus_L2,HSD,0.6088753,7,isarasua,1
437,hippocampus,hippocampus_L1,DCS,0.843926554,7,isarasua,1
437,hippocampus,hippocampus_L2,DCS,0.630878438,7,isarasua,1
437,hippocampus,hippocampus_L1,HSD,0.9599826,7,isarasua,1
437,hippocampus,hippocampus_L2,HSD,0.64597124,7,isarasua,1
438,hippocampus,hippocampus_L1,DCS,0.834170854,7,isarasua,1
438,hippocampus,hippocampus_L2,DCS,0.666666667,7,isarasua,1
438,hippocampus,hippocampus_L1,HSD,0.8569245,7,isarasua,1
438,hippocampus,hippocampus_L2,HSD,0.58314687,7,isarasua,1
439,hippocampus,hippocampus_L1,DCS,0.841404048,7,isarasua,1
439,hippocampus,hippocampus_L2,DCS,0.664281455,7,isarasua,1
439,hippocampus,hippocampus_L1,HSD,0.85292524,7,isarasua,1
439,hippocampus,hippocampus_L2,HSD,0.64200914,7,isarasua,1
440,hippocampus,hippocampus_L1,DCS,0.85583524,7,isarasua,1
440,hippocampus,hippocampus_L2,DCS,0.662671233,7,isarasua,1
440,hippocampus,hippocampus_L1,HSD,0.9707171,7,isarasua,1
440,hippocampus,hippocampus_L2,HSD,0.615156,7,isarasua,1
441,hippocampus,hippocampus_L1,DCS,0.785714286,7,isarasua,1
441,hippocampus,hippocampus_L2,DCS,0.549118388,7,isarasua,1
441,hippocampus,hippocampus_L1,HSD,0.89316154,7,isarasua,1
441,hippocampus,hippocampus_L2,HSD,0.62931126,7,isarasua,1
442,hippocampus,hippocampus_L1,DCS,0.879017507,7,isarasua,1
442,hippocampus,hippocampus_L2,DCS,0.718113612,7,isarasua,1
442,hippocampus,hippocampus_L1,HSD,0.98284185,7,isarasua,1
442,hippocampus,hippocampus_L2,HSD,0.74138033,7,isarasua,1
443,hippocampus,hippocampus_L1,DCS,0.882195049,7,isarasua,1
443,hippocampus,hippocampus_L2,DCS,0.772841051,7,isarasua,1
443,hippocampus,hippocampus_L1,HSD,0.93825257,7,isarasua,1
443,hippocampus,hippocampus_L2,HSD,0.80627376,7,isarasua,1
444,hippocampus,hippocampus_L1,DCS,0.796046721,7,isarasua,1
444,hippocampus,hippocampus_L2,DCS,0.725464191,7,isarasua,1
444,hippocampus,hippocampus_L1,HSD,0.91835845,7,isarasua,1
444,hippocampus,hippocampus_L2,HSD,0.76730186,7,isarasua,1
445,hippocampus,hippocampus_L1,DCS,0.836177474,7,isarasua,1
445,hippocampus,hippocampus_L2,DCS,0.794046173,7,isarasua,1
445,hippocampus,hippocampus_L1,HSD,0.88942254,7,isarasua,1
445,hippocampus,hippocampus_L2,HSD,0.78180313,7,isarasua,1
446,hippocampus,hippocampus_L1,DCS,0.837113402,7,isarasua,1
446,hippocampus,hippocampus_L2,DCS,0.735198822,7,isarasua,1
446,hippocampus,hippocampus_L1,HSD,0.9382006,7,isarasua,1
446,hippocampus,hippocampus_L2,HSD,0.8439141,7,isarasua,1
447,hippocampus,hippocampus_L1,DCS,0.837110104,7,isarasua,1
447,hippocampus,hippocampus_L2,DCS,0.662398137,7,isarasua,1
447,hippocampus,hippocampus_L1,HSD,0.9435264,7,isarasua,1
447,hippocampus,hippocampus_L2,HSD,0.71441674,7,isarasua,1
448,hippocampus,hippocampus_L1,DCS,0.851421189,7,isarasua,1
448,hippocampus,hippocampus_L2,DCS,0.683088014,7,isarasua,1
448,hippocampus,hippocampus_L1,HSD,0.9371676,7,isarasua,1
448,hippocampus,hippocampus_L2,HSD,0.67681843,7,isarasua,1
449,hippocampus,hippocampus_L1,DCS,0.85561854,7,isarasua,1
449,hippocampus,hippocampus_L2,DCS,0.622473727,7,isarasua,1
449,hippocampus,hippocampus_L1,HSD,0.96457857,7,isarasua,1
449,hippocampus,hippocampus_L2,HSD,0.6959148,7,isarasua,1
450,hippocampus,hippocampus_L1,DCS,0.812834225,7,isarasua,1
450,hippocampus,hippocampus_L2,DCS,0.657445556,7,isarasua,1
450,hippocampus,hippocampus_L1,HSD,0.883323,7,isarasua,1
450,hippocampus,hippocampus_L2,HSD,0.5885836,7,isarasua,1
451,hippocampus,hippocampus_L1,DCS,0.848552339,7,isarasua,1
451,hippocampus,hippocampus_L2,DCS,0.750088621,7,isarasua,1
451,hippocampus,hippocampus_L1,HSD,0.9097741,7,isarasua,1
451,hippocampus,hippocampus_L2,HSD,0.7786837,7,isarasua,1
452,hippocampus,hippocampus_L1,DCS,0.867755363,7,isarasua,1
452,hippocampus,hippocampus_L2,DCS,0.713210954,7,isarasua,1
452,hippocampus,hippocampus_L1,HSD,0.9055294,7,isarasua,1
452,hippocampus,hippocampus_L2,HSD,0.70233214,7,isarasua,1
453,hippocampus,hippocampus_L1,DCS,0.877746828,7,isarasua,1
453,hippocampus,hippocampus_L2,DCS,0.799603175,7,isarasua,1
453,hippocampus,hippocampus_L1,HSD,0.92131716,7,isarasua,1
453,hippocampus,hippocampus_L2,HSD,0.834453,7,isarasua,1
454,hippocampus,hippocampus_L1,DCS,0.756425949,7,isarasua,1
454,hippocampus,hippocampus_L2,DCS,0.714332784,7,isarasua,1
454,hippocampus,hippocampus_L1,HSD,0.7743651,7,isarasua,1
454,hippocampus,hippocampus_L2,HSD,0.7176622,7,isarasua,1
455,hippocampus,hippocampus_L1,DCS,0.833513514,7,isarasua,1
455,hippocampus,hippocampus_L2,DCS,0.728161669,7,isarasua,1
455,hippocampus,hippocampus_L1,HSD,0.90393513,7,isarasua,1
455,hippocampus,hippocampus_L2,HSD,0.75928867,7,isarasua,1
456,hippocampus,hippocampus_L1,DCS,0.84198709,7,isarasua,1
456,hippocampus,hippocampus_L2,DCS,0.739613809,7,isarasua,1
456,hippocampus,hippocampus_L1,HSD,0.92596024,7,isarasua,1
456,hippocampus,hippocampus_L2,HSD,0.7327372,7,isarasua,1
457,hippocampus,hippocampus_L1,DCS,0.87596356,7,isarasua,1
457,hippocampus,hippocampus_L2,DCS,0.612297735,7,isarasua,1
457,hippocampus,hippocampus_L1,HSD,0.90567046,7,isarasua,1
457,hippocampus,hippocampus_L2,HSD,0.6060502,7,isarasua,1
458,hippocampus,hippocampus_L1,DCS,0.84681182,7,isarasua,1
458,hippocampus,hippocampus_L2,DCS,0.723809524,7,isarasua,1
458,hippocampus,hippocampus_L1,HSD,0.93533033,7,isarasua,1
458,hippocampus,hippocampus_L2,HSD,0.7458536,7,isarasua,1
459,hippocampus,hippocampus_L1,DCS,0.841145833,7,isarasua,1
459,hippocampus,hippocampus_L2,DCS,0.774807988,7,isarasua,1
459,hippocampus,hippocampus_L1,HSD,0.9365553,7,isarasua,1
459,hippocampus,hippocampus_L2,HSD,0.8260279,7,isarasua,1
460,hippocampus,hippocampus_L1,DCS,0.819529207,7,isarasua,1
460,hippocampus,hippocampus_L2,DCS,0.757183099,7,isarasua,1
460,hippocampus,hippocampus_L1,HSD,0.9409108,7,isarasua,1
460,hippocampus,hippocampus_L2,HSD,0.7354647,7,isarasua,1
461,hippocampus,hippocampus_L1,DCS,0.889038332,7,isarasua,1
461,hippocampus,hippocampus_L2,DCS,0.701643125,7,isarasua,1
461,hippocampus,hippocampus_L1,HSD,0.96504086,7,isarasua,1
461,hippocampus,hippocampus_L2,HSD,0.66375715,7,isarasua,1
462,hippocampus,hippocampus_L1,DCS,0.896945475,7,isarasua,1
462,hippocampus,hippocampus_L2,DCS,0.738693467,7,isarasua,1
462,hippocampus,hippocampus_L1,HSD,0.9402881,7,isarasua,1
462,hippocampus,hippocampus_L2,HSD,0.7121232,7,isarasua,1
463,hippocampus,hippocampus_L1,DCS,0.794150731,7,isarasua,1
463,hippocampus,hippocampus_L2,DCS,0.717037929,7,isarasua,1
463,hippocampus,hippocampus_L1,HSD,0.7953609,7,isarasua,1
463,hippocampus,hippocampus_L2,HSD,0.66035146,7,isarasua,1
464,hippocampus,hippocampus_L1,DCS,0.847641669,7,isarasua,1
464,hippocampus,hippocampus_L2,DCS,0.747946936,7,isarasua,1
464,hippocampus,hippocampus_L1,HSD,0.92160124,7,isarasua,1
464,hippocampus,hippocampus_L2,HSD,0.7643531,7,isarasua,1
465,hippocampus,hippocampus_L1,DCS,0.796775277,7,isarasua,1
465,hippocampus,hippocampus_L2,DCS,0.668100358,7,isarasua,1
465,hippocampus,hippocampus_L1,HSD,0.8730833,7,isarasua,1
465,hippocampus,hippocampus_L2,HSD,0.76244277,7,isarasua,1
466,hippocampus,hippocampus_L1,DCS,0.769133858,7,isarasua,1
466,hippocampus,hippocampus_L2,DCS,0.664996421,7,isarasua,1
466,hippocampus,hippocampus_L1,HSD,0.84163874,7,isarasua,1
466,hippocampus,hippocampus_L2,HSD,0.7616311,7,isarasua,1
467,prostate,prostate_L1,DCS,0.750914634,7,isarasua,1
467,prostate,prostate_L2,DCS,0.865550251,7,isarasua,1
467,prostate,prostate_L1,HSD,0.841546,7,isarasua,1
467,prostate,prostate_L2,HSD,0.9807952,7,isarasua,1
468,prostate,prostate_L1,DCS,0.755911784,7,isarasua,1
468,prostate,prostate_L2,DCS,0.847524662,7,isarasua,1
468,prostate,prostate_L1,HSD,0.9315936,7,isarasua,1
468,prostate,prostate_L2,HSD,0.9355243,7,isarasua,1
469,prostate,prostate_L1,DCS,0.598868895,7,isarasua,1
469,prostate,prostate_L2,DCS,0.648070679,7,isarasua,1
469,prostate,prostate_L1,HSD,0.7900004,7,isarasua,1
469,prostate,prostate_L2,HSD,0.6266604,7,isarasua,1
470,prostate,prostate_L2,DCS,0.791200314,7,isarasua,1
470,prostate,prostate_L2,HSD,0.7906122,7,isarasua,1
471,prostate,prostate_L1,DCS,0.321471508,7,isarasua,1
471,prostate,prostate_L2,DCS,0.834623874,7,isarasua,1
471,prostate,prostate_L1,HSD,0.7805047,7,isarasua,1
471,prostate,prostate_L2,HSD,0.9796049,7,isarasua,1
472,prostate,prostate_L1,DCS,0.645469908,7,isarasua,1
472,prostate,prostate_L2,DCS,0.872995484,7,isarasua,1
472,prostate,prostate_L1,HSD,0.876388,7,isarasua,1
472,prostate,prostate_L2,HSD,0.9582784,7,isarasua,1
473,prostate,prostate_L1,DCS,0.522788082,7,isarasua,1
473,prostate,prostate_L2,DCS,0.80850078,7,isarasua,1
473,prostate,prostate_L1,HSD,0.6372909,7,isarasua,1
473,prostate,prostate_L2,HSD,0.9809478,7,isarasua,1
474,prostate,prostate_L1,DCS,0.394392523,7,isarasua,1
474,prostate,prostate_L2,DCS,0.678225989,7,isarasua,1
474,prostate,prostate_L1,HSD,0.85888094,7,isarasua,1
474,prostate,prostate_L2,HSD,0.896992,7,isarasua,1
475,prostate,prostate_L1,DCS,0.633586893,7,isarasua,1
475,prostate,prostate_L2,DCS,0.622300058,7,isarasua,1
475,prostate,prostate_L1,HSD,0.8671508,7,isarasua,1
475,prostate,prostate_L2,HSD,0.6769753,7,isarasua,1
476,prostate,prostate_L1,DCS,0.513264554,7,isarasua,1
476,prostate,prostate_L2,DCS,0.792354623,7,isarasua,1
476,prostate,prostate_L1,HSD,0.8870485,7,isarasua,1
476,prostate,prostate_L2,HSD,0.94541174,7,isarasua,1
477,prostate,prostate_L1,DCS,0.621241298,7,isarasua,1
477,prostate,prostate_L2,DCS,0.854520485,7,isarasua,1
477,prostate,prostate_L1,HSD,0.9765633,7,isarasua,1
477,prostate,prostate_L2,HSD,0.8413692,7,isarasua,1
478,prostate,prostate_L1,DCS,0.694026448,7,isarasua,1
478,prostate,prostate_L2,DCS,0.87857514,7,isarasua,1
478,prostate,prostate_L1,HSD,0.8845038,7,isarasua,1
478,prostate,prostate_L2,HSD,0.9541294,7,isarasua,1
479,prostate,prostate_L1,DCS,0.41443662,7,isarasua,1
479,prostate,prostate_L2,DCS,0.639984816,7,isarasua,1
479,prostate,prostate_L1,HSD,0.9401497,7,isarasua,1
479,prostate,prostate_L2,HSD,0.648451,7,isarasua,1
480,prostate,prostate_L1,DCS,0.501542875,7,isarasua,1
480,prostate,prostate_L2,DCS,0.781060691,7,isarasua,1
480,prostate,prostate_L1,HSD,0.80585283,7,isarasua,1
480,prostate,prostate_L2,HSD,0.8280104,7,isarasua,1
481,prostate,prostate_L1,DCS,0.553294055,7,isarasua,1
481,prostate,prostate_L2,DCS,0.75745232,7,isarasua,1
481,prostate,prostate_L1,HSD,0.8569565,7,isarasua,1
481,prostate,prostate_L2,HSD,0.8766042,7,isarasua,1
482,prostate,prostate_L1,DCS,0.518309196,7,isarasua,1
